trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.07352146220938077}",30,17,11.673387932079342,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.07332355751067665}",20,9,16.382411283407553,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.5, 'e': 0.07312724241271307}",30,9,-20.45060623222178,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.07293249574894728}",20,16,8.05682407328119,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.07273929674533079}",25,0,19.42608937720761,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.07254762501100116}",30,10,35.662315797357984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.07235746052924216}",20,7,21.961856804196263,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.07216878364870323}",20,3,27.185285518474117,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.07198157507486945}",25,8,25.360812928359028,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.07179581586177382}",20,0,12.252123444183644,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.0716114874039433}",20,13,3.4507788977832625,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.07142857142857142}",25,14,5.6449827281236375,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.07124704998790965}",25,0,29.32247826606304,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
198,False,"{'a': 0.5, 'e': 0.07106690545187015}",20,10,17.82389196537995,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.07088812050083358}",20,0,30.703019732308444,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.07071067811865475}",25,0,32.48163641728286,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.07053456158585983}",20,8,22.23578749214135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.07035975447302918}",25,4,36.38302633597823,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.5, 'e': 0.07018624063435965}",25,11,-20.373779998949477,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
204,False,"{'a': 0.5, 'e': 0.07001400420140048}",20,0,-16.470020576976964,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
205,False,"{'a': 0.5, 'e': 0.06984302957695782}",20,10,20.222239818850277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.5, 'e': 0.06967330142916177}",20,16,7.726918592265928,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.5, 'e': 0.06950480468569159}",25,0,23.802705286390882,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
208,False,"{'a': 0.5, 'e': 0.06933752452815364}",20,11,16.167665484346635,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.06917144638660747}",25,0,5.994792076927534,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
210,False,"{'a': 0.5, 'e': 0.06900655593423542}",20,10,18.352086380690192,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.06884283908215143}",30,3,33.41594469681708,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.06868028197434452}",25,19,11.831734967444769,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.06851887098275317}",25,6,18.248722499028823,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.5, 'e': 0.06835859270246633}",20,11,13.629045881540312,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.06819943394704735}",20,6,24.11381877251121,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.06804138174397717}",25,20,8.871863365217195,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.5, 'e': 0.06788442333021306}",20,0,11.694975297370444,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
218,False,"{'a': 0.5, 'e': 0.06772854614785964}",25,13,9.206462337117385,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,False,"{'a': 0.5, 'e': 0.06757373783994859}",25,0,13.863179815406234,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
220,False,"{'a': 0.5, 'e': 0.06741998624632421}",30,12,26.127140934332367,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.06726727939963124}",20,8,22.39050087475733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.06711560552140243}",35,13,23.35478878220494,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.5, 'e': 0.06696495301824251}",30,8,38.940443287282605,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.0668153104781061}",20,8,14.588288926250797,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.06666666666666667}",20,0,-12.522949376228652,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
226,False,"{'a': 0.5, 'e': 0.06651901052377393}",25,15,10.166861284502687,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.0663723311599972}",30,0,16.947192501214385,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
228,False,"{'a': 0.5, 'e': 0.06622661785325219}",25,17,-26.01190897363309,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
229,False,"{'a': 0.5, 'e': 0.06608186004550898}",20,1,27.150251442824946,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.0659380473395787}",20,0,28.767002655488497,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
231,False,"{'a': 0.5, 'e': 0.0657951694959769}",25,14,20.233294559422294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.06565321642986127}",20,3,7.7547926771557965,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.5, 'e': 0.06551217820804184}",20,0,-0.7976572414738833,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
234,False,"{'a': 0.5, 'e': 0.06537204504606134}",20,2,29.245739219292247,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.06523280730534423}",25,8,6.368000122126785,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
236,False,"{'a': 0.5, 'e': 0.06509445549041194}",25,13,21.520267657260273,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.5, 'e': 0.06495698024616309}",20,0,23.667948666274558,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
238,False,"{'a': 0.5, 'e': 0.06482037235521644}",25,7,27.408168472201858,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.5, 'e': 0.06468462273531508}",30,13,24.995855820274375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.5, 'e': 0.06454972243679027}",25,11,2.2165204293657608,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.06441566264008308}",25,5,31.802395452453677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.0642824346533225}",20,0,-20.575971095925837,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.06415002990995841}",25,0,33.83456512221214,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
244,False,"{'a': 0.5, 'e': 0.06401843996644799}",25,0,-28.31031026978654,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
245,False,"{'a': 0.5, 'e': 0.06388765649999399}",30,0,18.759200048750955,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
246,False,"{'a': 0.5, 'e': 0.06375767130633382}",20,0,-15.083246991989327,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
247,False,"{'a': 0.5, 'e': 0.06362847629757777}",20,0,27.77091048659282,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.06350006350009525}",25,15,17.52097784411864,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.06337242505244779}",20,6,21.639944157684653,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.06324555320336758}",20,0,26.66739788144493,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
251,False,"{'a': 0.5, 'e': 0.06311944030978031}",25,0,33.96875581676616,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.0629940788348712}",30,1,-0.05288744359153741,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 1}",1
253,False,"{'a': 0.5, 'e': 0.06286946134619315}",30,0,27.67979430695293,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.06274558051381586}",25,5,34.428397175168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.5, 'e': 0.06262242910851495}",25,0,23.305879766892467,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
256,False,"{'a': 0.5, 'e': 0.0625}",25,5,30.518644192861064,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.5, 'e': 0.06237828615518053}",20,0,-34.86623962668392,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
258,False,"{'a': 0.5, 'e': 0.062257280636469035}",25,0,40.58365261901912,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.062136976600120006}",25,19,11.422801593069828,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.5, 'e': 0.062017367294604234}",25,6,23.51723111063645,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
261,False,"{'a': 0.5, 'e': 0.061898446059017294}",30,8,28.02040562404311,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.5, 'e': 0.06178020632152154}",20,6,23.019715899108824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.5, 'e': 0.061662641597820735}",30,23,12.130809989427057,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,False,"{'a': 0.5, 'e': 0.06154574548966636}",30,12,20.447791189369138,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.06142951168339512}",20,14,11.840415139558516,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.06131393394849658}",25,2,35.307108700544184,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.06119900613621046}",25,7,32.256572792722594,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.5, 'e': 0.06108472217815261}",20,3,-25.781048395452107,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
269,False,"{'a': 0.5, 'e': 0.06097107608496923}",20,13,13.478296710098126,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.5, 'e': 0.06085806194501846}",20,2,16.924800734941364,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,False,"{'a': 0.5, 'e': 0.0607456739230787}",25,11,23.966407731184876,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.06063390625908324}",20,3,25.59597497052754,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.5, 'e': 0.060522753266880246}",25,15,18.286789347616278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.0604122093330177}",30,13,31.567350709082877,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.060302268915552716}",30,12,31.82353808515911,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.0601929265428846}",20,6,17.503035475088232,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.06008417681261097}",30,0,14.306318948790004,"{0: 28, 1: 1, 2: 0, 3: 1, 4: 0}",0
278,False,"{'a': 0.5, 'e': 0.05997601439040672}",20,4,12.737411592751714,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.05986843400892496}",30,0,-19.97222263709203,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
280,False,"{'a': 0.5, 'e': 0.05976143046671968}",25,4,34.02927203662832,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.05965499862718936}",20,10,16.06478096882174,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05954913341754137}",20,12,14.959644250463255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.0594438298277764}",30,1,42.02156503806779,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05933908290969266}",25,5,30.463406171899987,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.05923488777590923}",20,5,11.945267710860008,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05913123959890826}",20,2,30.616892861075133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.059028133610095526}",20,9,6.033089024114579,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05892556509887897}",20,0,25.225223850437047,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
289,False,"{'a': 0.5, 'e': 0.058823529411764705}",20,0,34.13695908549123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
290,False,"{'a': 0.5, 'e': 0.058722021951470346}",20,0,21.675460284003517,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.05862103817605492}",25,2,34.56512967767772,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.058520573598065284}",25,15,11.813233899873255,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.5, 'e': 0.0584206237836986}",25,0,-37.32060486188136,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
294,False,"{'a': 0.5, 'e': 0.05832118435198043}",25,8,-69.76617639500041,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
295,False,"{'a': 0.5, 'e': 0.0582222509739582}",20,0,28.90447833045408,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.05812381937190964}",30,1,33.52176060758618,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
297,False,"{'a': 0.5, 'e': 0.058025885318565944}",25,17,10.791654208278402,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.5, 'e': 0.057928444636349226}",25,0,10.59262970329543,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
299,False,"{'a': 0.5, 'e': 0.05783149319662402}",20,0,-12.584471253735845,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.05773502691896257}",20,8,18.722413747216713,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.0576390417704235}",30,14,6.005507667864289,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.0575435337648436}",30,13,27.145831195911274,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.0574484989621426}",20,2,23.167772855183188,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.5, 'e': 0.057353933467640436}",25,0,38.552064997280446,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
305,False,"{'a': 0.5, 'e': 0.057259833431386825}",30,23,11.158841251137847,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.5, 'e': 0.05716619504750295}",25,11,29.99868437225048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.5, 'e': 0.05707301455353496}",35,11,37.04751689844699,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.5, 'e': 0.05698028822981897}",25,13,22.155515310123032,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.5, 'e': 0.05688801239885743}",20,0,19.875484466461284,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
310,False,"{'a': 0.5, 'e': 0.05679618342470648}",25,13,22.999135670458003,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.5, 'e': 0.05670479771237427}",30,0,44.8893979210584,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.5, 'e': 0.05661385170722978}",25,3,1.6705756550940387,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.05652334189442215}",30,0,44.334841889901575,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.05643326479831003}",25,0,32.324479116697624,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.0563436169819011}",20,10,-22.91769163477899,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
316,False,"{'a': 0.5, 'e': 0.0562543950463012}",20,5,-79.27007979396878,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 2}",1
317,False,"{'a': 0.5, 'e': 0.05616559563017304}",25,13,10.252078095439028,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.056077215409204434}",20,0,13.293611862082571,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.05598925109558543}",30,19,17.196311622199485,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.05590169943749474}",25,13,20.00109997498924,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.05581455721859476}",30,19,19.983489522235068,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.5, 'e': 0.05572782125753528}",20,1,34.44782580379964,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.055641488407465724}",20,12,13.993547783853375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.05555555555555555}",20,0,-14.290060015982668,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.05547001962252291}",20,13,-9.104267205819243,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.05538487756217113}",25,0,39.38874841531442,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.0553001263609331}",20,6,27.276372990011726,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.05521576303742327}",20,6,12.265963719026272,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.055131784641997125}",20,13,5.136090745287072,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.055048188256318034}",20,6,14.648743032413996,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.05496497099293127}",20,0,32.24679585163998,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.5, 'e': 0.05488212999484517}",20,11,5.964312495885566,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.5, 'e': 0.0547996624351191}",20,14,10.262866612479511,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,False,"{'a': 0.5, 'e': 0.054717565516458275}",25,5,32.702457923738564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.5, 'e': 0.05463583647081531}",30,19,24.45384956729967,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.0545544725589981}",25,9,24.16602150160615,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.5, 'e': 0.05447347107028433}",20,0,19.097885697111835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.5, 'e': 0.05439282932204212}",25,17,15.280268790647384,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.054312544659356844}",30,0,2.280893221231202,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
340,False,"{'a': 0.5, 'e': 0.05423261445466404}",20,12,15.544644366659092,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.05415303610738823}",20,15,7.81980688945569,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.05407380704358752}",20,8,23.076485817455595,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.05399492471560388}",30,7,16.749443758033784,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
344,False,"{'a': 0.5, 'e': 0.053916386601719206}",20,7,11.64381593161902,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.5, 'e': 0.05383819020581655}",25,0,11.467583641982014,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
346,False,"{'a': 0.5, 'e': 0.053760333057047034}",20,3,24.617135045838626,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.0536828127095019}",20,6,23.522789502596275,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.05360562674188974}",20,10,19.59615398611936,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.05352877275721892}",20,6,29.316335312277406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.05345224838248487}",30,10,35.56182135341842,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.05337605126836238}",20,6,24.039295768873895,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.5, 'e': 0.053300179088902604}",20,9,17.528172774835692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.05322462954123495}",20,7,22.314310047650782,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.05314940034527339}",25,17,1.9682646841223719,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.053074489243427524}",20,10,17.52686696437311,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.052999894000318}",25,8,28.379533033168528,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.05292561240249631}",20,12,12.148654210207244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.05285164225816899}",30,11,9.771218751398507,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.05277798139692595}",25,15,16.94915969281786,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.5, 'e': 0.05270462766947299}",30,20,19.57245366392598,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.05263157894736842}",25,12,-27.49944669678049,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
362,False,"{'a': 0.5, 'e': 0.052558833122763673}",30,3,39.716459167379654,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.0524863881081478}",20,0,29.433167751416065,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.5, 'e': 0.052414241836095915}",20,10,-4.376487089307791,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
365,False,"{'a': 0.5, 'e': 0.052342392259021375}",20,0,30.306370977373835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.5, 'e': 0.05227083734893167}",20,13,1.7112943605374729,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.052199575097188054}",20,8,-4.014311124359009,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.05212860351426869}",25,18,13.328358887571872,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.052057920629535355}",25,7,25.8833447168979,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
